0.016;0;0;0;12.7;0;28.1;-70.4;0;0;0;0
0.037;0;0;-0.1;12.8;-38;28.1;-68.6;0;0;0;0
0.052;0;0;0.01;12.7;-62;28.1;-75.5;0;0;0;0
0.073;0;0;0.14;12.8;-87;28.1;-67;0;0;0;0
0.097;0;0;0.28;12.7;-106;28.1;-67;0;0;0;0
0.121;0;0;0.35;12.7;-122;28.1;-67.7;0;0;0;0
0.133;0;0;0.38;12.9;-129;28.1;-67.7;0;0;0;0
0.153;0;0;0.34;12.8;-134;28.1;-67.7;0;0;0;0
0.175;0;0;0.28;12.7;-146;28.1;-67.7;0;0;0;0
0.191;0;0;0.14;12.7;-155;28.1;-74;0;0;0;0
0.212;0;0;0.01;12.8;-165;28.1;-77.2;0;0;0;0
0.236;0;0;-0.16;12.7;-180;28.1;-67;0;0;0;0
0.256;0;0;-0.31;12.7;-192;28.1;-74;0;0;0;0
0.272;0;0;-0.35;12.7;-203;28.1;-72.7;0;0;0;0
0.293;0;0;-0.33;12.7;-209;28;-67;0;0;0;0
0.314;0;0;-0.21;12.7;-216;28.1;-75.5;0;0;0;0
0.334;0;0;-0.04;12.9;-214;28.1;-77.2;0;0;0;0
0.352;0;0;0.11;12.7;-212;28.1;-75.5;0;0;0;0
0.373;0;0;0.23;12.8;-208;28.1;-67;0;0;0;0
0.391;0;0;0.32;12.7;-201;28.1;-67.7;0;0;0;0
0.411;0;0;0.36;12.7;-198;28.1;-67.7;0;0;0;0
0.432;0;0;0.36;12.7;-193;28.1;-75.5;0;0;0;0
0.452;0;0;0.3;12.8;-189;28.1;-69.5;0;0;0;0
0.473;0;0;0.2;12.7;-192;28.1;-68.6;0;0;0;0
0.497;0;0;0.03;12.8;-195;28.1;-75.5;0;0;0;0
0.517;0;0;-0.13;12.8;-202;28.1;-77.2;0;0;0;0
0.533;0;0;-0.27;12.7;-208;28.1;-67;0;0;0;0
0.552;0;0;-0.35;12.8;-217;28.1;-67;0;0;0;0
0.573;0;0;-0.35;12.8;-221;28.1;-67.7;0;0;0;0
0.592;0;0;-0.25;12.7;-226;28.1;-75.5;0;0;0;0
0.611;0;0;-0.11;12.7;-224;28.1;-68.6;0;0;0;0
0.636;0;0;0.06;12.8;-220;28.1;-74;0;0;0;0
0.656;0;0;0.22;12.7;-215;28.1;-70.4;0;0;0;0
0.674;0;0;0.31;12.8;-207;28.1;-77.2;0;0;0;0
0.697;0;0;0.34;12.7;-202;28.1;-72.7;0;0;0;0
0.713;0;0;0.37;12.8;-199;28.1;-68.6;0;0;0;0
0.734;0;0;0.31;12.8;-192;28.1;-79.3;0;0;0;0
0.752;0;0;0.23;12.8;-194;28.1;-68.6;0;0;0;0
0.776;0;0;0.09;12.8;-194;28.1;-70.4;0;0;0;0
0.791;0;0;-0.05;12.7;-201;28.1;-70.4;0;0;0;0
0.817;0;0;-0.22;12.8;-208;28.1;-75.5;0;0;0;0
0.834;0;0;-0.34;12.8;-216;28.1;-79.3;0;0;0;0
0.857;0;0;-0.35;12.7;-222;28.1;-68.6;0;0;0;0
0.873;0;0;-0.27;12.7;-226;28.1;-71.5;0;0;0;0
0.894;0;0;-0.14;12.8;-226;28.1;-75.5;0;0;0;0
0.914;0;0;0.01;12.7;-223;28.1;-74;0;0;0;0
0.938;0;0;0.18;12.7;-217;28.1;-72.7;0;0;0;0
0.952;0;0;0.27;12.8;-210;28.1;-74;0;0;0;0
0.974;0;0;0.34;12.7;-204;28.1;-67;0;0;0;0
0.994;0;0;0.38;12.8;-200;28.1;-71.5;0;0;0;0
1.016;0;0;0.33;12.7;-192;28.1;-79.3;0;0;0;0
1.031;0;0;0.26;12.7;-193;28.1;-79.3;0;0;0;0
1.058;0;0;0.13;12.8;-194;28.1;-75.5;0;0;0;0
1.071;0;0;-0.03;12.8;-198;28.1;-67;0;0;0;0
1.093;0;0;-0.18;12.7;-206;28.1;-71.5;0;0;0;0
1.113;0;0;-0.31;12.7;-213;28.1;-72.7;0;0;0;0
1.137;0;0;-0.37;12.8;-224;28.1;-72.7;0;0;0;0
1.152;0;0;-0.3;12.7;-225;28.1;-77.2;0;0;0;0
1.173;0;0;-0.19;12.7;-228;28.1;-67;0;0;0;0
1.193;0;0;-0.02;12.8;-223;28.1;-77.2;0;0;0;0
1.212;0;0;0.12;12.7;-219;28.1;-70.4;0;0;0;0
1.236;0;0;0.25;12.7;-211;28.1;-79.3;0;0;0;0
1.254;0;0;0.34;12.8;-205;28.1;-71.5;0;0;0;0
1.274;0;0;0.37;12.7;-201;28.1;-71.5;0;0;0;0
1.293;0;0;0.35;12.8;-194;28.1;-67.7;0;0;0;0
1.316;0;0;0.29;12.7;-193;28.1;-72.7;0;0;0;0
1.334;0;0;0.16;12.8;-194;28.1;-71.5;0;0;0;0
1.356;0;0;0.02;12.7;-197;28.1;-67.7;0;0;0;0
1.373;0;0;-0.13;12.7;-203;28.1;-71.5;0;0;0;0
1.394;0;0;-0.28;12.7;-210;28.1;-75.5;0;0;0;0
1.416;0;0;-0.36;12.8;-221;28.1;-68.6;0;0;0;0
1.433;0;0;-0.34;12.7;-222;28.1;-67.7;0;0;0;0
1.453;0;0;-0.23;12.7;-228;28.1;-75.5;0;0;0;0
1.473;0;0;-0.08;12.7;-224;28.1;-74;0;0;0;0
1.493;0;0;0.07;12.7;-222;28.1;-67.7;0;0;0;0
1.517;0;0;0.23;12.7;-214;28.1;-71.5;0;0;0;0
1.535;0;0;0.32;12.8;-206;28.1;-67;0;0;0;0
1.552;0;0;0.36;12.8;-202;28.1;-68.6;0;0;0;0
1.572;0;0;0.34;12.7;-198;28.1;-67;0;0;0;0
1.594;0;0;0.31;12.7;-192;28.1;-70.4;0;0;0;0
1.616;0;0;0.21;12.8;-194;28.1;-72.7;0;0;0;0
1.635;0;0;0.06;12.8;-195;28.1;-67.7;0;0;0;0
1.654;0;0;-0.09;12.7;-201;28.1;-67;0;0;0;0
1.674;0;0;-0.25;12.8;-209;28.1;-70.4;0;0;0;0
1.698;0;0;-0.36;12.7;-220;28.1;-67;0;0;0;0
1.713;0;0;-0.37;12.7;-223;28.1;-67;0;0;0;0
1.736;0;0;-0.26;12.8;-228;28.1;-79.3;0;0;0;0
1.753;0;0;-0.11;12.8;-226;28.1;-71.5;0;0;0;0
1.774;0;0;0.03;12.8;-223;28.1;-68.6;0;0;0;0
1.792;0;0;0.18;12.8;-218;28.1;-68.6;0;0;0;0
1.813;0;0;0.28;12.7;-209;28.1;-68.6;0;0;0;0
1.836;0;0;0.36;12.8;-203;28.1;-75.5;0;0;0;0
1.86;0;0;0.36;12.8;-198;28.1;-67.7;0;0;0;0
1.882;0;0;0.32;12.8;-192;28.1;-79.3;0;0;0;0
1.902;0;0;0.2;12.7;-194;28.1;-79.3;0;0;0;0
1.923;0;0;0.06;12.8;-195;28.1;-75.5;0;0;0;0
1.943;0;0;-0.09;12.8;-201;28.1;-70.4;0;0;0;0
1.969;0;0;-0.27;12.7;-211;28.1;-67;0;0;0;0
1.996;0;0;-0.36;12.7;-223;28.1;-68.6;0;0;0;0
2.018;0;0;-0.29;12.7;-226;28.1;-67;0;0;0;0
2.041;0;0;-0.05;12.7;-197;28.1;-69.5;-0.1;0;0;0
2.061;0;0;-0.01;12.7;-166;28.2;-67.7;-0.1;0;0;0
2.079;0;0;-0.02;12.8;-143;28.1;-77.2;-0.1;0;0;0
2.1;0;0;-0.01;12.7;-121;28.1;-71.5;-0.1;0;0;0
2.116;0;0;-0.01;12.8;-108;28.2;-68.6;-0.1;0;0;0
2.138;0;0;0;12.7;-90;28.2;-75.5;-0.1;0;0;0
2.161;0;0;0;12.7;-74;28.2;-71.5;-0.1;0;0;0
2.177;0;0;0;12.7;-65;28.2;-67;-0.1;0;0;0
2.194;0;0;0;12.8;-57;28.2;-69.5;-0.1;0;0;0
2.217;0;0;0;12.8;-47;28.2;-71.5;-0.1;0;0;0
2.235;0;0;0;12.7;-40;28.2;-72.7;-0.1;0;0;0
2.259;0;0;0;12.8;-33;28.2;-67;-0.1;0;0;0
2.279;0;0;0;12.7;-27;28.2;-72.7;-0.1;0;0;0
2.297;0;0;0;12.8;-23;28.2;-69.5;-0.1;0;0;0
