1.994804,0.04061,1
4.743342,0.014295,1
6.26381,0.063418,1
6.439248,-0.112021,1
6.907085,-0.638337,1
6.790126,-1.45705,1
6.088371,-2.041846,1
5.328137,-2.100325,1
4.333985,-2.275764,1
3.632231,-2.217284,1
2.930476,-2.919039,1
2.930476,-3.97167,1
3.339833,-4.439506,1
4.743342,-4.907343,1
5.854453,-4.673425,1
6.673167,-4.322547,1
7.199482,-4.088629,1
7.4334,-3.854711,1
7.901237,-3.620793,1
8.252114,-3.620793,1
8.77843,-3.269916,1
10.123459,-2.568161,1
11.059131,-2.685121,1
12.46264,-2.451202,1
12.755038,-1.749448,1
12.755038,-0.462898,1
11.936324,-0.112021,1
10.825213,0.180377,1
8.836909,0.238856,1
8.310593,0.355815,1
7.725798,0.414295,1
7.4334,0.648213,1
7.082523,0.99909,1
6.907085,2.110201,1
6.322289,2.402599,1
4.801822,2.461078,1
3.807669,2.578037,1
2.755038,2.636517,1
1.702406,2.870435,1
0.591295,3.045874,1
-0.285898,3.162833,1
-0.461336,3.104353,1
-0.812214,2.811956,1
-0.753734,2.461078,1
-0.870693,1.525406,1
-0.578295,0.823651,1
0.357377,0.706692,1
